text_equiv	language	font_family	segment_type	segment_id	url_id	region	rotation	full_region	full_rotation
Bruſt,	German	Textura	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0034_word0000	126	2876,6590,335,144	0.0	2621,2096,2088,6158	0.0
mir	German	Fraktur	Word	Kolonie-Zeitung-1873-01-25_P03_r1_line0007_word0001	60	498,4177,118,71	359.375	346,3487,2467,1043	359.375
können	German	Fraktur	Word	Kolonie-Zeitung-1873-01-25_P03_r1_line0004_word0005	60	1679,3935,231,69	359.375	346,3487,2467,1043	359.375
mit	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0035_word0002	64	889,7215,99,60	0.125	441,4191,2488,4398	0.125
Vorſtellung:	German	Fraktur	Word	Kolonie-Zeitung-1874-05-16_P03_r1_line0021_word0002	76	3904,7389,418,86	0.625	2916,5806,2455,1942	0.625
dem	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0010_word0002	35	3428,5244,111,55	359.75	3077,4430,2458,1719	359.75
Ayer's	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0005_word0003	52	1037,6512,254,91	0.75	270,6081,2486,2082	0.75
alle	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0060_word0001	125	607,6488,116,71	359.375	233,456,2172,6851	359.375
kein	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0024_word0000	64	466,6266,105,63	0.125	441,4191,2488,4398	0.125
zu	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0010_word0001	35	3334,5253,61,58	359.75	3077,4430,2458,1719	359.75
daſs	German	Fraktur	Word	Kolonie-Zeitung-1881-06-18_P03_r1_line0003_word0005	114	4254,3425,141,72	359.5	2895,3016,2538,1322	359.5
Personen	German	Antiqua	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0002_word0006	12	2865,3657,389,81	359.125	356,3418,3109,930	359.125
Am	German	Fraktur	Word	Kolonie-Zeitung-1866-04-21_P03_r1_line0004_word0000	19	1516,5108,105,56	359.75	709,4498,2714,1521	359.75
an	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0063_word0005	125	1430,6768,85,56	359.375	233,456,2172,6851	359.375
Brieftaſchen	German	Fraktur	Word	Kolonie-Zeitung-1880-01-24_P05_r1_line0000_word0000	103	3430,4786,596,126	359.75	3269,4774,1818,1396	359.75
Fieber⸗Heilmittel	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0014_word0001	52	417,7191,474,71	0.75	270,6081,2486,2082	0.75
Sonntag	German	Textura	Word	Der-Pionier-1891-09-09_P01_r1_line0012_word0000	293	2360,1087,664,240	359.625	2017,450,5055,2236	359.625
im	German	Fraktur	Word	Kolonie-Zeitung-1881-10-01_P03_r1_line0021_word0000	117	397,7404,88,69	0.375	374,5316,2516,2688	0.375
inländiſchen	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0026_word0005	206	3038,818,194,38	359.375	2331,285,1094,1125	359.375
Salz,	German	Fraktur	Word	Kolonie-Zeitung-1887-07-29_P03_r1_line0002_word0001	152	1174,3506,246,112	0.0	664,3063,2098,3713	0.0
haben	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0042_word0004	64	1488,7813,165,75	0.125	441,4191,2488,4398	0.125
den	German	Fraktur	Word	Kolonie-Zeitung-1863-06-06_P03_r1_line0001_word0004	2	2060,3809,124,72	0.125	397,3685,3103,649	0.125
Jahr	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0007_word0002	44	4052,8262,219,108	0.375	2870,7500,2507,1385	0.375
Mannichfaltiges.	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0018_word0009	27	2247,5448,467,73	359.75	613,4008,2645,2109	359.75
verkaufen	German	Fraktur	Word	Kolonie-Zeitung-1887-09-23_P03_r1_line0020_word0000	159	757,8462,318,80	0.0	728,6328,2107,2800	0.0
Haushofmeiſter	German	Fraktur	Word	Kolonie-Zeitung-1874-08-08_P04_r1_line0011_word0000	79	434,8140,427,81	0.25	344,7231,2520,1833	0.25
durch	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0013_word0007	52	2034,7105,144,66	0.75	270,6081,2486,2082	0.75
Smithfield	English	Antiqua	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0022_word0001	24	4090,3406,302,56	359.875	3351,1574,2644,1912	359.875
in	German	Fraktur	Word	Kolonie-Zeitung-1887-07-29_P03_r1_line0005_word0001	152	1197,3898,132,126	0.0	664,3063,2098,3713	0.0
haben	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0014_word0012	24	5802,2803,164,69	359.875	3351,1574,2644,1912	359.875
der	German	Antiqua	Word	Der-Pionier-1891-09-26_P02_r1_line0005_word0008	294	6521,1383,217,152	0.25	3387,413,3423,2112	0.25
Unternehmen	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0013_word0000	75	2912,4969,437,86	0.25	2871,3671,2483,4110	0.25
zum	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0040_word0002	236	4015,7421,171,73	0.0	3481,2897,1654,6853	0.0
gehört	German	Italic	Word	Brusquer-Zeitung-1912-04-20_P02_r1_line0002_word0001	304	950,5033,239,91	0.25	616,4692,1798,1152	0.25
allgemeinen	German	Antiqua	Word	Der-Pionier-1891-05-13_P03_r1_line0019_word0002	290	6366,9274,378,69	0.0	5383,7887,1583,2188	0.0
in	German	Fraktur	Word	Kolonie-Zeitung-1868-03-07_P03_r1_line0002_word0002	30	3641,8784,85,73	359.625	3163,8520,1186,537	359.625
genommen	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0019_word0004	75	3942,5496,357,72	0.25	2871,3671,2483,4110	0.25
Francisca	Portuguese	Fraktur	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0005_word0007	12	2098,3953,363,96	359.125	356,3418,3109,930	359.125
Uhr.	German	Fraktur	Word	Kolonie-Zeitung-1874-08-22_P03_r1_line0011_word0008	80	2282,7282,148,73	0.25	215,6474,2520,1242	0.25
„Extrabuch,“	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0034_word0009	64	2199,7120,362,84	0.125	441,4191,2488,4398	0.125
Erzeugniſſe	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0001_word0003	75	4781,3820,556,131	0.25	2871,3671,2483,4110	0.25
liegen	German	Fraktur	Word	Kolonie-Zeitung-1869-12-18_P03_r1_line0010_word0003	43	4465,5595,192,90	0.5	2896,4902,2478,1634	0.5
und	German	Fraktur	Word	Der-Pionier-1889-10-09_P02_r1_line0005_word0000	258	5934,1980,237,74	0.375	5189,1035,1698,1485	0.375
Bord	German	Textura	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0019_word0002	147	5925,3688,169,78	359.75	4895,704,2080,3483	359.75
Kanzlei	German	Fraktur	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0017_word0000	71	303,6558,251,88	0.0	217,5044,2483,1775	0.0
und	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0010_word0001	34	917,6077,126,66	0.0	483,5282,2500,2814	0.0
mit	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0004_word0006	75	4682,4203,113,66	0.25	2871,3671,2483,4110	0.25
in	German	Fraktur	Word	Kolonie-Zeitung-1889-12-24_P03_r1_line0019_word0000	195	3745,7331,68,66	0.0	2507,4596,2157,3839	0.0
reell	German	Fraktur	Word	Der-Pionier-1888-01-21_P05_r1_line0024_word0005	222	1393,9200,141,72	359.5	174,6916,1671,2473	359.5
do	Portuguese	Antiqua	Word	Kolonie-Zeitung-1866-10-27_P03_r1_line0006_word0007	22	2550,5725,75,55	359.875	701,4861,2645,942	359.875
rufen	German	Fraktur	Word	Kolonie-Zeitung-1880-10-23_P03_r1_line0008_word0000	106	382,6188,176,84	0.0	356,5294,2520,1422	0.0
Witterung	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0013_word0003	34	1425,6330,345,90	0.0	483,5282,2500,2814	0.0
sechs	Portuguese	Antiqua	Word	Kolonie-Zeitung-1884-08-15_P03_r1_line0008_word0002	132	5988,1536,188,65	359.75	5053,592,2062,1721	359.75
veranſtaltet	German	Fraktur	Word	Kolonie-Zeitung-1874-04-18_P03_r1_line0002_word0000	74	2861,5944,389,84	359.875	2831,5766,2498,531	359.875
Der	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0016_word0000	5	516,3482,274,104	0.0	415,2513,3072,1971	0.0
geboten	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0037_word0003	125	1477,4373,256,87	359.375	233,456,2172,6851	359.375
gute	German	Fraktur	Word	Kolonie-Zeitung-1873-01-25_P03_r1_line0001_word0005	60	1980,3688,140,82	359.375	346,3487,2467,1043	359.375
Südbraſilien.	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0010_word0006	27	2534,4901,375,69	359.75	613,4008,2645,2109	359.75
Arbeit	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0010_word0004	75	3766,4711,214,70	0.25	2871,3671,2483,4110	0.25
den	German	Fraktur	Word	Der-Pionier-1888-10-27_P02_r1_line0002_word0003	242	6194,6547,144,77	0.0	5227,6111,1680,1220	0.0
in	German	Fraktur	Word	Kolonie-Zeitung-1887-02-18_P03_r1_line0001_word0001	137	3155,4905,93,100	0.125	2683,4541,2047,1160	0.125
unterzeichneten	German	Fraktur	Word	Kolonie-Zeitung-1888-12-20_P01_r1_line0011_word0003	187	1422,6155,483,84	0.125	668,5136,2088,1657	0.125
des	German	Fraktur	Word	Kolonie-Zeitung-1874-01-31_P03_r1_line0004_word0003	73	2169,4803,107,68	359.75	384,4124,3730,2287	359.75
wurden	German	Antiqua	Word	Kolonie-Zeitung-1887-04-08_P03_r1_line0004_word0004	143	4097,2657,276,67	0.0	2762,2286,2021,929	0.0
im	German	Antiqua	Word	Der-Pionier-1891-05-13_P03_r1_line0000_word0003	290	6234,8130,64,49	0.0	5383,7887,1583,2188	0.0
auf	German	Fraktur	Word	Kolonie-Zeitung-1870-05-14_P03_r1_line0013_word0006	46	4316,8032,119,84	0.125	2831,6696,2483,1595	0.125
que	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0031_word0003	75	3561,6599,136,70	0.25	2871,3671,2483,4110	0.25
alle	German	Fraktur	Word	Kolonie-Zeitung-1881-07-09_P03_r1_line0008_word0005	115	1951,5972,114,63	359.75	372,5264,2498,1517	359.75
Zweiter	German	Textura	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0014_word0000	5	774,3397,249,79	0.0	415,2513,3072,1971	0.0
de	Portuguese	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0024_word0003	29	3756,5750,58,56	0.125	3251,3515,2466,4041	0.125
video:	German	Italic	Word	Kolonie-Zeitung-1867-09-14_P03_r1_line0006_word0000	25	3294,7034,178,54	359.875	3280,6561,1312,688	359.875
Luſtröhre,	German	Textura	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0039_word0002	126	3525,7279,565,188	0.0	2621,2096,2088,6158	0.0
Ball.	German	Fraktur	Word	Kolonie-Zeitung-1875-08-21_P03_r1_line0002_word0002	89	4382,5057,234,90	0.375	3227,4706,2134,1813	0.375
Haushaltungs-	German	Antiqua	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0021_word0001	185	4275,3178,528,90	359.5	2695,623,4085,3247	359.5
auf	German	Fraktur	Word	Kolonie-Zeitung-1884-08-15_P03_r1_line0002_word0001	132	5461,803,125,96	359.75	5053,592,2062,1721	359.75
Auszug	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0009_word0004	34	1369,5987,249,91	0.0	483,5282,2500,2814	0.0
Rio	Portuguese	Fraktur	Word	Kolonie-Zeitung-1865-12-09_P03_r1_line0001_word0002	16	1054,2466,136,80	359.75	512,2300,3067,1018	359.75
von	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0029_word0001	5	1532,4421,119,55	0.0	415,2513,3072,1971	0.0
Campinas,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0004_word0003	147	6015,2250,312,81	359.75	4895,704,2080,3483	359.75
de	Portuguese	Script	Word	Der-Pionier-1887-10-01_P03_r1_line0003_word0002	218	2404,1358,72,72	0.0	1827,1204,838,846	0.0
vernickelten	German	Fraktur	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0006_word0001	185	4205,1284,403,81	359.5	2695,623,4085,3247	359.5
H.	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0046_word0001	29	4990,7464,99,91	0.125	3251,3515,2466,4041	0.125
von	German	Fraktur	Word	Der-Pionier-1888-01-21_P05_r1_line0016_word0003	222	1468,8409,145,51	359.5	174,6916,1671,2473	359.5
zurück.	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0008_word0002	64	904,4884,182,78	0.125	441,4191,2488,4398	0.125
tanto	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0028_word0001	75	3104,6330,187,62	0.25	2871,3671,2483,4110	0.25
an	German	Fraktur	Word	Kolonie-Zeitung-1866-01-20_P03_r1_line0005_word0010	17	3429,5701,73,45	0.0	854,5252,2665,588	0.0
com	Portuguese	Antiqua	Word	Der-Pionier-1891-04-08_P02_r1_line0003_word0004	288	5055,5808,170,53	359.875	3587,5259,1686,1176	359.875
Villa	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0013_word0003	125	1728,2091,188,82	359.375	233,456,2172,6851	359.375
la	Portuguese	Antiqua	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0025_word0009	5	3161,4082,72,69	0.0	415,2513,3072,1971	0.0
Vorſtanud.	German	Fraktur	Word	Der-Pionier-1888-10-27_P02_r1_line0009_word0001	242	6223,7230,416,93	0.0	5227,6111,1680,1220	0.0
Brüderſchaft.“	German	Textura	Word	Kolonie-Zeitung-1887-04-22_P03_r1_line0003_word0001	144	1432,8819,933,207	0.0	618,8504,2102,775	0.0
Straßen	German	Fraktur	Word	Kolonie-Zeitung-1874-08-01_P03_r1_line0008_word0009	78	5026,6306,270,82	0.5	2822,5563,2531,1275	0.5
daß	German	Fraktur	Word	Kolonie-Zeitung-1864-07-16_P03_r1_line0001_word0006	9	2210,2669,116,87	0.125	358,2575,3154,968	0.125
geehrten	German	Fraktur	Word	Kolonie-Zeitung-1888-12-20_P01_r1_line0008_word0002	187	1065,5895,272,88	0.125	668,5136,2088,1657	0.125
und	German	Fraktur	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0024_word0001	185	3774,3532,176,105	359.5	2695,623,4085,3247	359.5
SETE	Portuguese	Antiqua	Word	Der-Pionier-1891-09-26_P02_r1_line0006_word0001	294	4517,1571,395,155	0.25	3387,413,3423,2112	0.25
und	German	Textura	Word	Kolonie-Zeitung-1881-12-17_P03_r1_line0002_word0002	121	4493,7344,200,116	359.75	2983,7057,2390,1164	359.75
Weihnachtsfeiertag:	German	Fraktur	Word	Kolonie-Zeitung-1869-12-18_P03_r1_line0011_word0002	43	3986,5829,969,128	0.5	2896,4902,2478,1634	0.5
Fahne	German	Fraktur	Word	Kolonie-Zeitung-1873-07-26_P03_r1_line0007_word0002	65	3395,3564,208,85	0.375	2886,2732,2446,1352	0.375
welche	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0002_word0000	104	3015,5273,209,76	0.0	2950,4949,2494,1438	0.0
Hauſe	German	Fraktur	Word	Kolonie-Zeitung-1874-01-31_P03_r1_line0015_word0010	73	2906,5790,232,94	359.75	384,4124,3730,2287	359.75
bärten,	German	Fraktur	Word	Der-Pionier-1889-03-02_P03_r1_line0011_word0000	250	486,5327,377,111	0.25	324,4308,1673,1739	0.25
Hrn.	German	Fraktur	Word	Kolonie-Zeitung-1865-08-12_P03_r1_line0003_word0005	14	2432,842,147,71	359.875	949,446,1986,566	359.875
da	Portuguese	Antiqua	Word	Kolonie-Zeitung-1866-10-27_P03_r1_line0006_word0004	22	2096,5723,76,54	359.875	701,4861,2645,942	359.875
Franziska	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0001_word0009	44	5025,7626,318,89	0.375	2870,7500,2507,1385	0.375
Klettern,	German	Fraktur	Word	Der-Pionier-1888-03-24_P04_r1_line0026_word0000	226	5494,4552,372,87	0.25	5195,1156,1791,6035	0.25
Fumo,	Portuguese	Fraktur	Word	Kolonie-Zeitung-1887-09-23_P03_r1_line0016_word0000	159	1494,7859,593,189	0.0	728,6328,2107,2800	0.0
Paris	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0010_word0004	236	4689,4194,253,88	0.0	3481,2897,1654,6853	0.0
beſchmutztem,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0027_word0007	64	2137,6518,386,84	0.125	441,4191,2488,4398	0.125
Deutſcher	German	Fraktur	Word	Der-Pionier-1888-10-27_P02_r1_line0000_word0000	242	5794,6169,524,130	0.0	5227,6111,1680,1220	0.0
ſein	German	Fraktur	Word	Der-Pionier-1887-07-02_P03_r1_line0064_word0002	210	376,1652,59,37	0.0	16,142,2560,2064	0.0
Morgens	German	Fraktur	Word	Kolonie-Zeitung-1870-05-14_P03_r1_line0008_word0003	46	3489,7593,263,79	0.125	2831,6696,2483,1595	0.125
Landſchafts⸗	German	Fraktur	Word	Kolonie-Zeitung-1874-11-28_P03_r1_line0003_word0002	84	3232,6973,407,81	0.375	2819,6532,2460,694	0.375
täglich	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0049_word0003	64	1214,8420,181,80	0.125	441,4191,2488,4398	0.125
Oſtermontag	German	Fraktur	Word	Deutsches-Wochenblatt-1886-04-17_P03_r1_line0001_word0000	205	1386,1924,271,49	359.625	1140,1834,1100,1065	359.625
Der	German	Fraktur	Word	Kolonie-Zeitung-1882-11-17_P03_r1_line0000_word0000	128	2809,4673,198,104	0.0	2536,4656,1955,1060	0.0
Harmonie⸗Geſellſchaft	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0002_word0003	5	1466,2758,760,94	0.0	415,2513,3072,1971	0.0
Stuhl	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0052_word0002	236	4257,9038,250,111	0.0	3481,2897,1654,6853	0.0
pr.	German	Fraktur	Word	Kolonie-Zeitung-1874-08-08_P04_r1_line0017_word0001	79	1081,8714,92,71	0.25	344,7231,2520,1833	0.25
den	German	Fraktur	Word	Kolonie-Zeitung-1888-12-20_P01_r1_line0009_word0004	187	1536,5990,109,58	0.125	668,5136,2088,1657	0.125
Auslan-	German	Antiqua	Word	Kolonie-Zeitung-1881-05-28_P03_r1_line0005_word0005	112	5114,4777,348,74	0.0	2986,4117,2519,1188	0.0
Waſchmaſchinen.	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0008_word0005	35	4088,5107,465,69	359.75	3077,4430,2458,1719	359.75
die	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0022_word0004	52	1324,7736,80,54	0.75	270,6081,2486,2082	0.75
in	German	Fraktur	Word	Kolonie-Zeitung-1889-12-17_P01_r1_line0003_word0006	192	4513,7269,66,70	0.625	3088,6835,2050,646	0.625
mitglieder,	German	Fraktur	Word	Kolonie-Zeitung-1887-09-30_P03_r1_line0014_word0000	160	746,6529,356,90	0.25	698,4900,2112,2369	0.25
König's	German	Textura	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0029_word0002	126	3768,5765,365,127	0.0	2621,2096,2088,6158	0.0
verkauft.	German	Fraktur	Word	Kolonie-Zeitung-1881-06-18_P03_r1_line0011_word0007	114	4970,4177,292,83	359.5	2895,3016,2538,1322	359.5
Monate,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0045_word0004	64	1229,8071,241,81	0.125	441,4191,2488,4398	0.125
von	German	Fraktur	Word	Kolonie-Zeitung-1865-08-05_P03_r1_line0001_word0000	13	2242,5700,165,71	0.75	1963,5472,1488,737	0.75
W.	German	Antiqua	Word	Kolonie-Zeitung-1884-08-15_P03_r1_line0003_word0005	132	6245,908,102,80	359.75	5053,592,2062,1721	359.75
Saale.	German	Fraktur	Word	Kolonie-Zeitung-1874-01-31_P03_r1_line0018_word0004	73	2703,6124,248,82	359.75	384,4124,3730,2287	359.75
wird	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0011_word0002	35	3977,5326,151,71	359.75	3077,4430,2458,1719	359.75
ſtarke	German	Fraktur	Word	Kolonie-Zeitung-1888-07-05_P03_r1_line0022_word0000	170	5082,3577,198,89	0.0	5039,2618,2053,1918	0.0
guten	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0035_word0008	125	1979,4215,192,79	359.375	233,456,2172,6851	359.375
allen	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0008_word0004	104	4254,5835,158,66	0.0	2950,4949,2494,1438	0.0
Verſicherungs⸗Geſellſchaft	German	Fraktur	Word	Kolonie-Zeitung-1879-11-22_P03_r1_line0000_word0000	102	3057,6211,2252,206	0.0	2940,6208,2477,1208	0.0
C.	German	Fraktur	Word	Kolonie-Zeitung-1880-01-24_P05_r1_line0008_word0001	103	4414,6059,118,93	359.75	3269,4774,1818,1396	359.75
prumo)	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-09-23_P03_r1_line0024_word0003	159	2054,8856,366,139	0.0	728,6328,2107,2800	0.0
und	German	Fraktur	Word	Kolonie-Zeitung-1881-02-12_P03_r1_line0004_word0004	108	4124,4535,128,57	359.125	2967,4152,2520,1339	359.125
Cia.	Portuguese	Textura	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0021_word0003	147	6288,3906,216,126	359.75	4895,704,2080,3483	359.75
Kindervergnügen:	German	Textura	Word	Der-Pionier-1888-03-24_P04_r1_line0025_word0000	226	5407,4313,1396,223	0.25	5195,1156,1791,6035	0.25
quantia	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0029_word0002	75	3388,6407,276,90	0.25	2871,3671,2483,4110	0.25
und	German	Fraktur	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0010_word0007	147	6714,2835,126,64	359.75	4895,704,2080,3483	359.75
Vereine	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0008_word0002	34	1165,5901,248,73	0.0	483,5282,2500,2814	0.0
Herrn	German	Fraktur	Word	Deutsches-Echo-1886-07-17_P03_r1_line0013_word0007	207	1953,4333,100,41	0.625	1168,3831,1118,678	0.625
Sonntag	German	Fraktur	Word	Der-Pionier-1891-01-24_P02_r1_line0012_word0000	279	5581,2792,371,94	0.0	5316,546,1685,3035	0.0
Es	German	Fraktur	Word	Der-Pionier-1890-06-04_P02_r1_line0014_word0004	271	4543,2801,130,78	0.25	3391,995,1656,2851	0.25
der	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0032_word0010	29	5222,6308,84,55	0.125	3251,3515,2466,4041	0.125
der	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0030_word0003	257	5881,4139,102,66	0.0	5244,463,1713,6266	0.0
Tischdecken,	German	Antiqua	Word	Kolonie-Zeitung-1888-09-25_P01_r1_line0005_word0002	181	5403,5572,1178,123	359.75	4646,4817,2016,1516	359.75
am	German	Fraktur	Word	Kolonie-Zeitung-1863-06-06_P03_r1_line0001_word0001	2	977,3825,113,57	0.125	397,3685,3103,649	0.125
Thätigkeit	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0012_word0005	52	1305,7044,282,74	0.75	270,6081,2486,2082	0.75
Vorſtand.	German	Fraktur	Word	Kolonie-Zeitung-1900-01-09_P01_r1_line0011_word0001	198	5159,6959,348,84	0.0	4035,6060,1568,1001	0.0
ADVOGADO	Portuguese	Antiqua	Word	Der-Pionier-1891-03-14_P02_r1_line0002_word0001	282	5729,5938,612,75	0.0	5267,5664,1559,781	0.0
März	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0012_word0000	44	2900,8668,144,73	0.375	2870,7500,2507,1385	0.375
den	German	Fraktur	Word	Kolonie-Zeitung-1869-08-21_P03_r1_line0003_word0001	40	1470,8333,114,69	359.375	307,7965,2529,975	359.375
dos	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0038_word0001	75	3049,7182,124,69	0.25	2871,3671,2483,4110	0.25
Karl	German	Fraktur	Word	Kolonie-Zeitung-1875-08-21_P03_r1_line0011_word0000	89	3416,6008,123,55	0.375	3227,4706,2134,1813	0.375
Leſer,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0042_word0000	64	629,7819,160,80	0.125	441,4191,2488,4398	0.125
Janeiro	Portuguese	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0016_word0003	29	3737,5068,261,85	0.125	3251,3515,2466,4041	0.125
Uhr	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0049_word0011	64	2552,8412,112,72	0.125	441,4191,2488,4398	0.125
auf	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0031_word0005	29	4250,6243,96,66	0.125	3251,3515,2466,4041	0.125
Oliveira	Portuguese	Fraktur	Word	Kolonie-Zeitung-1889-12-17_P01_r1_line0005_word0000	192	3644,7394,329,81	0.625	3088,6835,2050,646	0.625
Tiſchdecken,	German	Fraktur	Word	Kolonie-Zeitung-1888-07-05_P03_r1_line0024_word0001	170	5509,3710,502,115	0.0	5039,2618,2053,1918	0.0
für	German	Fraktur	Word	Kolonie-Zeitung-1881-10-01_P03_r1_line0008_word0003	117	1375,6004,98,83	0.375	374,5316,2516,2688	0.375
Salon	German	Fraktur	Word	Kolonie-Zeitung-1887-09-16_P03_r1_line0018_word0008	158	3497,5012,414,123	0.375	644,4277,4246,3156	0.375
und	German	Kanzlei	Word	Kolonie-Zeitung-1884-09-05_P03_r1_line0004_word0001	133	2220,4080,370,256	359.875	620,3593,4255,3913	359.875
Gazette),	English	Antiqua	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0021_word0008	24	5601,3284,363,107	359.875	3351,1574,2644,1912	359.875
Müller.	German	Fraktur	Word	Kolonie-Zeitung-1874-08-22_P03_r1_line0015_word0005	80	1885,7619,294,77	0.25	215,6474,2520,1242	0.25
conto.	Portuguese	Script	Word	Der-Pionier-1887-10-01_P03_r1_line0011_word0000	218	1836,1874,164,74	0.0	1827,1204,838,846	0.0
Teppichen.	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0035_word0000	206	2753,1214,225,47	359.375	2331,285,1094,1125	359.375
